ticket_id,customer_id,route_id,open_date,category,description,sentiment,status,resolution_days,csat_score
TKT000983,CUST0184,R001,2024-11-25,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Open,,
TKT000984,CUST0253,R002,2024-12-13,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Resolved,1,5
TKT000985,CUST0196,R005,2025-01-19,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Open,,
TKT000986,CUST0124,R007,2025-01-22,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,10,2
TKT000987,CUST0251,R004,2025-02-01,Booking Issue,Impossible de modifier ma réservation en ligne.,neutral,Resolved,12,1
TKT000988,CUST0220,R005,2024-10-27,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,7,3
TKT000989,CUST0069,R012,2024-12-29,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,14,2
TKT000990,CUST0237,R003,2025-01-12,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Open,,
TKT000991,CUST0007,R005,2024-11-05,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,10,5
TKT000992,CUST0034,R003,2024-11-27,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,4,5
TKT000993,CUST0169,R003,2024-10-08,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Open,,
TKT000994,CUST0227,R005,2024-10-27,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",negative,Resolved,1,4
TKT000995,CUST0138,R003,2025-01-20,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Open,,
TKT000996,CUST0067,R009,2024-11-01,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,4,2
TKT000997,CUST0060,R007,2024-10-18,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,3,2
TKT000998,CUST0278,R009,2024-12-29,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,3,2
TKT000999,CUST0188,R004,2024-12-21,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,13,1
TKT001000,CUST0233,R003,2024-10-28,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,12,1
TKT001001,CUST0188,R009,2024-11-28,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,11,4
TKT001002,CUST0176,R007,2024-12-27,Onboard Experience,Seat recline broken. Crew ignored my request.,negative,Resolved,11,2
TKT001003,CUST0109,R007,2025-01-18,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Resolved,6,4
TKT001004,CUST0275,R012,2024-11-07,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,7,2
TKT001005,CUST0198,R005,2024-10-11,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,7,4
TKT001006,CUST0246,R004,2024-11-01,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Open,,
TKT001007,CUST0150,R010,2025-01-24,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,5,4
TKT001008,CUST0225,R005,2024-10-30,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,12,4
TKT001009,CUST0048,R002,2025-01-07,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Open,,
TKT001010,CUST0283,R004,2024-12-06,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,negative,Resolved,3,1
TKT001011,CUST0144,R005,2025-01-22,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,7,2
TKT001012,CUST0108,R009,2024-11-07,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Open,,
TKT001013,CUST0016,R008,2025-01-07,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,11,5
TKT001014,CUST0094,R001,2024-11-10,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,10,5
TKT001015,CUST0143,R007,2024-11-26,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Open,,
TKT001016,CUST0263,R008,2025-01-26,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,11,2
TKT001017,CUST0112,R008,2024-12-06,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,8,2
TKT001018,CUST0085,R005,2025-02-01,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Open,,
TKT001019,CUST0210,R006,2025-01-27,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,9,2
TKT001020,CUST0117,R005,2024-10-20,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,5,4
TKT001021,CUST0098,R009,2024-11-23,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Open,,
TKT001022,CUST0297,R007,2024-11-22,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,negative,Resolved,5,4
TKT001023,CUST0181,R004,2024-12-01,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Open,,
TKT001024,CUST0267,R001,2024-12-07,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,2,1
TKT001025,CUST0272,R003,2024-12-15,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,10,4
TKT001026,CUST0296,R005,2024-11-01,Refund,Voucher reçu au lieu du remboursement promis.,negative,Open,,
TKT001027,CUST0230,R004,2024-10-17,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Open,,
TKT001028,CUST0214,R009,2025-01-11,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,10,5
TKT001029,CUST0300,R004,2024-11-01,Customer Service,Agent au sol très impoli et peu serviable.,negative,Open,,
TKT001030,CUST0204,R012,2025-01-18,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,13,2
TKT001031,CUST0065,R012,2024-11-09,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Open,,
TKT001032,CUST0204,R006,2025-01-05,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Open,,
TKT001033,CUST0039,R010,2024-10-13,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,9,1
TKT001034,CUST0223,R002,2025-01-10,Baggage,My suitcase arrived open and items were missing.,negative,Open,,
TKT001035,CUST0039,R010,2024-10-23,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,14,4
TKT001036,CUST0034,R010,2025-01-07,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,neutral,Resolved,10,2
TKT001037,CUST0040,R004,2024-11-06,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,12,3
TKT001038,CUST0115,R004,2024-10-30,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,2,4
TKT001039,CUST0168,R001,2024-12-05,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,10,1
TKT001040,CUST0259,R004,2024-11-14,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,2,1
TKT001041,CUST0058,R009,2024-12-17,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,14,1
TKT001042,CUST0266,R012,2024-10-24,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,9,5
TKT001043,CUST0153,R009,2024-10-20,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,8,3
TKT001044,CUST0007,R005,2025-01-10,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,negative,Resolved,4,4
TKT001045,CUST0081,R010,2025-01-22,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,10,1
TKT001046,CUST0078,R004,2025-01-29,Booking Issue,Impossible de modifier ma réservation en ligne.,neutral,Resolved,5,4
TKT001047,CUST0251,R002,2024-11-04,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,2,3
TKT001048,CUST0014,R004,2024-10-14,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,4,3
TKT001049,CUST0069,R001,2024-11-22,Customer Service,Le service clientèle en ligne est inexistant.,negative,Open,,
TKT001050,CUST0104,R006,2024-11-14,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Open,,
TKT001051,CUST0261,R009,2024-12-24,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,neutral,Resolved,8,4
TKT001052,CUST0161,R006,2024-12-09,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,6,4
TKT001053,CUST0213,R005,2024-10-11,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT001054,CUST0282,R002,2024-11-28,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,negative,Resolved,11,2
TKT001055,CUST0132,R005,2025-01-21,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Resolved,8,4
TKT001056,CUST0162,R003,2024-11-24,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,5,4
TKT001057,CUST0264,R010,2024-10-14,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,11,3
TKT001058,CUST0087,R002,2024-12-08,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,7,2
TKT001059,CUST0127,R004,2025-01-11,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,1,4
TKT001060,CUST0011,R005,2024-12-05,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Open,,
TKT001061,CUST0166,R003,2024-12-07,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,2,3
TKT001062,CUST0155,R010,2024-10-22,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,3,2
TKT001063,CUST0259,R006,2024-12-03,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,3,5
TKT001064,CUST0188,R004,2024-10-08,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Open,,
TKT001065,CUST0247,R001,2024-12-20,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,4,3
TKT001066,CUST0178,R011,2024-11-17,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,14,3
TKT001067,CUST0185,R004,2024-10-25,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,neutral,Resolved,9,1
TKT001068,CUST0171,R009,2024-12-05,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,1,5
TKT001069,CUST0115,R009,2025-01-30,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,14,1
TKT001070,CUST0018,R001,2025-01-28,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,6,2
TKT001071,CUST0284,R004,2025-01-09,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,11,3
TKT001072,CUST0155,R004,2025-01-05,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,3,5
TKT001073,CUST0279,R001,2024-10-06,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,13,3
TKT001074,CUST0147,R006,2024-12-29,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,neutral,Resolved,8,2
TKT001075,CUST0029,R002,2024-11-05,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,4,5
TKT001076,CUST0293,R006,2024-11-14,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,8,3
TKT001077,CUST0266,R006,2024-12-12,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,3,5
TKT001078,CUST0233,R011,2024-12-15,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,12,3
TKT001079,CUST0170,R005,2024-11-27,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Open,,
TKT001080,CUST0066,R001,2024-12-01,Baggage,My suitcase arrived open and items were missing.,negative,Open,,
TKT001081,CUST0116,R005,2024-10-14,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,3,4
TKT001082,CUST0248,R005,2024-10-12,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,neutral,Resolved,9,2
TKT001083,CUST0130,R005,2024-10-28,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,7,5
TKT001084,CUST0091,R007,2024-11-07,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,13,4
TKT001085,CUST0036,R010,2024-12-11,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,3,2
TKT001086,CUST0160,R009,2024-11-11,Onboard Experience,Seat recline broken. Crew ignored my request.,neutral,Resolved,13,3
TKT001087,CUST0068,R001,2025-01-04,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,4,4
TKT001088,CUST0139,R006,2024-12-01,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,10,1
TKT001089,CUST0288,R005,2024-10-05,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Open,,
TKT001090,CUST0019,R005,2024-11-01,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,10,3
TKT001091,CUST0071,R008,2025-01-20,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Open,,
TKT001092,CUST0044,R007,2024-11-22,Onboard Experience,Seat recline broken. Crew ignored my request.,negative,Open,,
TKT001093,CUST0029,R001,2024-11-23,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Open,,
TKT001094,CUST0168,R005,2024-12-19,Baggage,My suitcase arrived open and items were missing.,negative,Open,,
TKT001095,CUST0225,R002,2024-12-12,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,3,1
TKT001096,CUST0164,R005,2024-11-21,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,8,1
TKT001097,CUST0053,R005,2024-10-31,Onboard Experience,Air conditioning was too cold. No blankets available.,neutral,Open,,
TKT001098,CUST0087,R006,2025-01-11,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,6,1
TKT001099,CUST0281,R004,2024-10-17,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,11,2
TKT001100,CUST0130,R004,2024-10-14,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,1,1
TKT001101,CUST0185,R008,2024-11-28,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT001102,CUST0063,R003,2025-01-01,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Resolved,9,3
TKT001103,CUST0200,R012,2024-12-17,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,13,2
TKT001104,CUST0171,R004,2025-01-05,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,4,2
TKT001105,CUST0215,R009,2024-12-02,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,9,1
TKT001106,CUST0155,R004,2025-01-19,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Open,,
TKT001107,CUST0293,R001,2025-02-01,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,4,5
TKT001108,CUST0005,R008,2024-12-06,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,7,4
TKT001109,CUST0275,R005,2024-12-25,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,7,1
TKT001110,CUST0139,R002,2025-01-17,Booking Issue,Double-charged for seat selection. Please refund.,negative,Resolved,6,5
TKT001111,CUST0173,R001,2024-10-23,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Open,,
TKT001112,CUST0156,R001,2024-10-07,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,14,4
TKT001113,CUST0141,R007,2024-10-23,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Open,,
TKT001114,CUST0031,R006,2024-10-13,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,7,5
TKT001115,CUST0105,R009,2024-11-01,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,2,1
TKT001116,CUST0042,R004,2024-10-06,Baggage,My suitcase arrived open and items were missing.,negative,Open,,
TKT001117,CUST0244,R011,2025-01-10,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,10,5
TKT001118,CUST0165,R006,2024-10-30,Refund,Requested refund 30 days ago. No update from the airline.,negative,Open,,
TKT001119,CUST0259,R005,2024-11-21,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,3,4
TKT001120,CUST0092,R009,2024-12-05,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,4,4
